game_id,name,maxplayers,minage,yearpublished,average,minplayers,minplaytime,maxplaytime,language_dependence,pos,boardgameartist,boardgamecategory,boardgamedesigner,boardgamemechanic,averageweight,usersrated,player_spread,time_spread,discrete_years,discrete_weights
25568,Metropolys,4,8,2008,7.03973,2,45,45,No,559,Mathieu Leyssenne,City Building,Sébastien Pauchon,"Area Control / Area Influence,Auction/Bidding",2.2169,3584,2,0,2010,2
25613,Through the Ages: A Story of Civilization,4,12,2006,8.09024,2,240,240,Extensive,17,"Richard Cortes,Paul Niemeyer","City Building,Civilization,Economic",Vlaada Chvátil,"Action Point Allowance System,Auction/Bidding,Card Drafting,Hand Management",4.1702,15337,2,0,2005,4
25669,Qwirkle,4,6,2006,6.81855,2,45,45,No,591,NA,Abstract Strategy,Susan McKinley Ross,"Hand Management,Pattern Building,Tile Placement",1.6527,10373,2,0,2005,1.5
25727,Lock 'n Load Tactical: Day of Heroes,2,12,2008,7.67276,2,60,120,Some,2358,"Tom Herrschaft,Blackwell Hird,David Julien","Modern Warfare,Wargame","Tom Herrschaft,Jeff Lewis,Mark H. Walker",Grid Movement,2.766,257,0,60,2010,3
25729,World at War: Eisenbach Gap,2,12,2007,7.50052,2,90,90,Some,1338,"Olivier Revenu,Marc von Martial","Modern Warfare,Wargame","Jim Snyder,Mark H. Walker","Chit-Pull System,Dice Rolling,Hex-and-Counter",2.5727,618,0,0,2005,2.5
25794,Axis & Allies Naval Miniatures: War at Sea,2,12,2007,6.98479,2,60,60,Extensive,1760,"Langdon Foss,Keven Smith","Collectible Components,Dice,Miniatures,Nautical,Wargame,World War II","Richard Baker,Mike Elliott","Dice Rolling,Grid Movement",2.0781,679,0,0,2005,2
25821,The Werewolves of Miller's Hollow,18,10,2001,6.87593,8,30,30,No,615,Alexios Tjoyas,"Bluffing,Deduction,Horror,Murder/Mystery,Party Game","Philippe des Pallières,Hervé Marly","Partnerships,Player Elimination,Role Playing,Variable Player Powers,Voting",1.3233,7090,10,0,2000,1.5
25972,Victory at Sea,2,12,2006,6.75413,2,360,360,Moderate,5073,"Sherard Jackson,Danilo Moretti,Mike Mumah,Chris Quilliams","Miniatures,Nautical,Wargame,World War II",Matthew Sprange,"Dice Rolling,Simulation",2.375,109,0,0,2005,2.5
26055,Twilight Imperium (second edition),6,12,2000,6.9383,2,240,240,Extensive,2157,Christian T. Petersen,"Civilization,Negotiation,Political,Science Fiction,Space Exploration,Wargame",Christian T. Petersen,"Dice Rolling,Hex-and-Counter,Modular Board,Tile Placement,Trading,Variable Phase Order,Variable Player Powers,Voting",3.4894,460,4,0,2000,3.5
26129,Heavy Gear Blitz!,6,11,2006,7.42,2,120,120,NA,NA,NA,"Miniatures,Science Fiction,Wargame","John Buckmaster,Philipe LeClerc","Action Point Allowance System,Dice Rolling",3.1429,25,4,0,2005,3
26132,Midgard: Das Brettspiel,5,12,2007,6.80457,3,90,90,Moderate,6503,"Swen Papenbrock,Lisa Wilkens","Adventure,Fantasy",Lutz Stepponat,"Action Point Allowance System,Dice Rolling,Modular Board,Partnerships,Role Playing",3.0909,69,2,0,2005,3
26138,Dungeon Twister Collectors Box,2,11,2006,7.6913,2,45,45,No,3871,"Eric Bourgier,Thierry Masson,Wayne Reynolds","Adventure,Exploration,Fantasy,Fighting,Maze,Miniatures",Christophe Boelinger,"Action Point Allowance System,Hand Management,Modular Board,Secret Unit Deployment,Tile Placement,Variable Player Powers",3,92,0,0,2005,3
26250,A las Barricadas!,2,12,2006,7.08561,2,120,120,Unplayable,6303,Nicolás Eskubi,Wargame,"Juan Carlos Cebrián,Nicolás Eskubi","Dice Rolling,Hex-and-Counter,Simulation",2.7333,66,0,0,2005,2.5
26305,General Quarters (Third Edition),12,12,2006,7.36364,2,120,120,Moderate,7238,NA,"Miniatures,Nautical,Wargame,World War II","L. L. Gill,Norm Harms",Simulation,3.4444,33,10,0,2005,3.5
26459,PQ-17: Arctic Naval Operations 1941-43,2,0,2009,7.13121,2,210,210,No,3540,"Nicolás Eskubi,Charles Kibler,Rodger B. MacGowan,Mark Simonitch","Nautical,Wargame,World War II",Chris Janiec,"Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Simulation",4.0513,165,0,0,2010,4
26604,Forceball,2,10,2006,6.23544,2,30,30,Moderate,7892,Lukas Thelin,"Bluffing,Card Game,Science Fiction,Sports","Daniel Ahlm,Christoffer Krämer,Johan Salomonsson","Card Drafting,Hand Management",2,79,0,0,2005,2
26620,Tannenberg 1914,3,0,1990,7.25094,2,240,240,Extensive,6192,Zbigniew Kasprzak,"Wargame,World War I",Dariusz Góralski,Hex-and-Counter,3.4545,53,1,0,1990,3.5
26890,Wormhole,2,12,2008,6.82326,2,120,360,NA,7564,NA,"Miniatures,Print & Play,Science Fiction,Wargame","Bob Cooper,Denny Unger",Dice Rolling,2.125,43,0,240,2010,2
26946,Ladybohn: Manche mögen's heiss!,5,12,2007,6.97775,3,60,60,No,3384,Björn Pertoft,"Card Game,Farming,Negotiation",Uwe Rosenberg,"Set Collection,Trading",2,191,2,0,2005,2
26983,Dorn,6,10,2006,6.88859,2,90,90,Moderate,3037,"Jan Dřevíkovský,Jana Šouflová,Tomáš Zahradníček","Adventure,Fantasy","Jan Daněk,Jiří Daněk,Jan Dřevíkovský,Filip Kozák,Kryštof Kozák,Jan Kozák","Area Movement,Partnerships,Role Playing,Variable Player Powers",2.8571,277,4,0,2005,3
26990,Container,5,0,2007,7.11363,3,90,90,No,526,Mike Doyle (I),"Economic,Industry / Manufacturing,Nautical,Transportation","Franz-Benno Delonge,Thomas Ewert","Auction/Bidding,Commodity Speculation,Pick-up and Deliver,Set Collection",3.25,3567,2,0,2005,3
27048,Duel in the Dark,2,10,2007,6.65879,1,45,45,No,1482,Friedemann de Pedro,"Aviation / Flight,Wargame,World War II",Friedemann de Pedro,"Action / Movement Programming,Hex-and-Counter,Secret Unit Deployment",2.4898,1346,1,0,2005,2.5
27155,J'te Gage Que...,50,12,2006,5.65908,4,120,120,Extensive,8730,"Stéphane Crépeau,Heiko Eller,Olivier Fagnère","Bluffing,Card Game,Party Game,Real-time",Christian Lemay,"Acting,Role Playing",1.04,293,46,0,2005,1
27162,Kingsburg,5,13,2007,7.24092,2,90,90,Moderate,236,Mad4GameStyle,"City Building,Dice,Fantasy,Medieval","Andrea Chiarvesio,Luca Iennaco","Dice Rolling,Worker Placement",2.4312,15211,3,0,2005,2.5
27266,Silent Death: The Next Millennium Deluxe Edition,8,10,1995,7.50063,2,120,120,NA,3077,NA,"Fighting,Miniatures,Science Fiction,Wargame",Kevin Barrett,"Dice Rolling,Hex-and-Counter",2.9474,160,6,0,1995,3
27359,Aeronautica Imperialis,2,12,2007,7.29571,2,180,180,NA,7856,NA,"Aviation / Flight,Miniatures,Science Fiction,Wargame",Warwick Kinrade,"Dice Rolling,Variable Player Powers",2.5,35,0,0,2005,2.5
27364,Caylus Magna Carta,4,10,2007,6.97283,2,45,75,No,573,Arnaud Demaegd,"Card Game,City Building,Economic,Medieval",William Attia,"Hand Management,Worker Placement",2.8742,4404,2,30,2005,3
27385,Alchemist,5,10,2007,6.27829,2,50,50,No,2213,Volkan Baga,"Economic,Medieval",Carlo A. Rossi,"Area Control / Area Influence,Set Collection",2.2348,1221,3,0,2005,2
27389,Smart Ass,8,12,2006,5.36637,2,30,30,Extensive,13236,NA,"Humor,Party Game,Trivia",Rob Elliot,"Dice Rolling,Roll / Spin and Move",1.375,744,6,0,2005,1.5
27480,Command Decision: Test of Battle,2,12,2006,8.03214,2,240,240,NA,NA,NA,"Miniatures,Wargame,World War II","Frank Chadwick,Glenn E. Kidd","Dice Rolling,Simulation",3.1538,28,0,0,2005,3
27574,Island Fortress,4,13,2013,6.64313,2,90,90,Some,3918,"Cody Jones,Dann May",Card Game,Bryan Johnson,"Auction/Bidding,Pattern Building",2.9231,211,2,0,2015,3
27588,Zooloretto,5,8,2007,6.87856,2,45,45,No,542,"Design/Main,Annemarie van Lierop,Marianne Riem,Michael Schacht",Animals,Michael Schacht,"Set Collection,Tile Placement",1.8636,11699,3,0,2005,2
27609,Numbers League: Adventures in Addiplication,4,8,2007,6.09857,2,30,30,No,5240,"Ben Crenshaw,Chris Pallace","Card Game,Children's Game,Comic Book / Strip,Educational,Math","Ben Crenshaw,Chris Pallace",Set Collection,1.4,223,2,0,2005,1.5
27627,Talisman (Revised 4th Edition),6,13,2007,6.5747,2,90,90,Extensive,1054,"Massimiliano Bertolini,Ralph Horsley,Jeremy McHugh,WiL Springer,Sean Turtle","Adventure,Exploration,Fantasy,Fighting","John Goodenough,Robert Harris","Dice Rolling,Role Playing,Roll / Spin and Move,Variable Player Powers",2.217,9422,4,0,2005,2
27680,1936: Guerra Civil,2,12,2006,7.67376,2,45,90,Extensive,2232,NA,"Card Game,Civil War,Political,Wargame",Arturo Garcia,"Card Drafting,Hand Management,Simulation",3,274,0,45,2005,3
27710,Catan Dice Game,4,7,2007,5.6732,1,15,15,No,5132,"Volkan Baga,Tanja Donner,Michaela Kienle,Harald Lieske,Michael Menzel",Dice,Klaus Teuber,"Dice Rolling,Paper-and-Pencil,Set Collection",1.2401,3623,3,0,2005,1
27736,Dead of Night,6,10,2007,7.07893,1,90,90,Moderate,4402,NA,"Exploration,Fighting,Horror,Humor,Movies / TV / Radio theme,Print & Play,Zombies",Simon Spearing,"Action Point Allowance System,Co-operative Play,Modular Board,Simultaneous Action Selection",2.2222,121,5,0,2005,2
27789,Rotterdam,4,8,2007,5.96214,2,60,60,No,7540,"Wim Euverman,André Grekhov,Yvon-Cheryl Scholten,Hans van Tol","Economic,Nautical,Transportation",Hans van Tol,"Pick-up and Deliver,Trading",2.04,210,2,0,2005,2
27833,Steam,5,10,2009,7.68484,3,90,90,No,89,"John Austin,Jared Blando,Craig Hamilton,Christopher Moeller","Economic,Trains,Transportation",Martin Wallace,"Auction/Bidding,Pick-up and Deliver,Route/Network Building,Tile Placement",3.4498,7996,2,0,2010,3.5
27848,Age of Conan: The Strategy Board Game,4,12,2009,6.69824,2,90,90,Extensive,1175,"Matteo Macchi,Fabio Maiorana,J. P. Targete","Fantasy,Fighting,Novel-based,Wargame","Roberto Di Meglio,Marco Maggi,Francesco Nepitello","Dice Rolling,Variable Phase Order,Variable Player Powers",3.2638,2144,2,0,2010,3.5
27976,Heroscape Master Set: Swarm of the Marro,4,8,2007,7.62662,2,60,60,Moderate,414,NA,"Adventure,Fantasy,Fighting,Miniatures,Science Fiction","Stephen Baker,Rob Daviau,Chris Nelson,Craig Van Ness","Dice Rolling,Modular Board",2.2523,2008,2,0,2005,2.5
28010,Camp,8,4,2007,4.9,2,20,40,Unplayable,12834,NA,"Adventure,Educational",(Uncredited),Roll / Spin and Move,1.375,73,6,20,2005,1.5
28023,Jamaica,6,8,2007,7.09862,2,30,60,No,379,Mathieu Leyssenne,"Nautical,Pirates,Racing,Transportation","Malcolm Braff,Bruno Cathala,Sébastien Pauchon","Dice Rolling,Hand Management,Simultaneous Action Selection",1.6429,10323,4,30,2005,1.5
28025,Wicked Witches Way,6,8,2006,6.43855,2,30,30,Some,1821,"Eckhard Freytag,Stéphane Poinsot","Dice,Fantasy,Humor,Memory,Racing,Real-time","Bruno Cathala,Serge Laget","Card Drafting,Dice Rolling,Memory,Pattern Recognition,Simultaneous Action Selection",1.4596,1344,4,0,2005,1.5
28089,Château Roquefort,4,6,2007,6.85412,2,30,30,No,954,Victor Boden,"Animals,Children's Game,Maze,Memory","Jens-Peter Schliemann,Bernhard Weber","Action Point Allowance System,Memory",1.5896,1953,2,0,2005,1.5
28143,Race for the Galaxy,4,12,2007,7.77137,2,30,60,Some,48,"Martin Hoffmann,Claus Stephan,Mirko Suzuki","Card Game,Civilization,Economic,Science Fiction,Space Exploration",Thomas Lehmann,"Hand Management,Simultaneous Action Selection,Variable Phase Order,Variable Player Powers",2.9713,34242,2,30,2005,3
28181,Combat Commander: Pacific,2,12,2008,8.09897,2,180,180,Extensive,335,"Lee Brimmicombe-Wood,Chad Jensen,Rodger B. MacGowan,Leland Myrick,Mark Simonitch","Wargame,World War II","John Foley,Chad Jensen,Kai Jensen","Campaign / Battle Card Driven,Hex-and-Counter,Simulation,Variable Phase Order",3.2092,1244,0,0,2010,3
28185,The Kaiser's Pirates,4,9,2007,6.41781,1,90,90,Moderate,3103,"Rodger B. MacGowan,Ward Morgan","Card Game,Nautical,Wargame,World War I",James M. Day,"Dice Rolling,Hand Management",2.2727,479,3,0,2005,2.5
28259,Cutthroat Caverns,6,12,2007,6.61781,3,90,90,Moderate,1018,"Paul Adam,Justin Brunetto,Curt Covert,Ian Field-Richards,Henri Härkönen,Noel Hill,Mats Holmgren,Mark Jernstrom,Bruno Krippahl,Eric R. Martin,Steve Messenger,Loïc Muzy,Morgan Rashand,Chad Savage,William Teo,Adam Vehige,Tim Wollweber","Adventure,Card Game,Fantasy,Fighting,Humor",Curt Covert,"Hand Management,Player Elimination,Role Playing,Simultaneous Action Selection",2.0685,4053,3,0,2005,2
28284,Lock 'n Load: Heroes of the Blitzkrieg,2,12,2009,8.02188,2,30,30,Moderate,2654,"David Julien,Olivier Revenu","Wargame,World War II","Olivier Revenu,Mark H. Walker",Hex-and-Counter,3.1154,176,0,0,2010,3
28289,First to Fight,2,12,1998,6.95286,2,240,240,Moderate,5957,"Winston Hamilton,Barbie Pratt","Wargame,World War II",John Astell,Hex-and-Counter,3.8,70,0,0,2000,4
28574,Magiczny Miecz,6,12,1993,6.26667,2,240,240,Extensive,5405,Adrian Markowski,"Adventure,Exploration,Fantasy,Fighting",Adrian Markowski,"Dice Rolling,Role Playing,Roll / Spin and Move,Variable Player Powers",2,189,4,0,1995,2
28720,Brass: Lancashire,4,14,2007,8.00918,2,120,180,No,28,"Lina Cossette,Peter Dennis,David Forest,Eckhard Freytag,Damien Mammoliti","Economic,Industry / Manufacturing,Transportation",Martin Wallace,"Hand Management,Route/Network Building",3.8744,10659,2,60,2005,4
28805,The Lord of the Rings: Strategy Battle Game,2,12,2005,7.13878,2,30,30,Moderate,2616,"Alex Boyd,David Gallagher","Fantasy,Fighting,Miniatures,Movies / TV / Radio theme,Novel-based,Wargame","Alessio Cavatore,Matthew Ward","Dice Rolling,Variable Player Powers",2.76,295,0,0,2005,3
28828,Modern Naval Battles: Global Warfare,6,10,2008,6.71692,2,90,90,No,4783,NA,"Card Game,Dice,Modern Warfare,Nautical,Wargame",Dan Verssen,"Card Drafting,Dice Rolling",1.8065,130,4,0,2010,2
28907,B-29 Superfortress,1,14,2008,6.95284,1,90,90,Extensive,3090,"Randy Lein,Brandon Pennington","Aviation / Flight,Wargame,World War II","Steve Dixon,Shawn Rife","Dice Rolling,Simulation",2.6512,264,0,0,2010,2.5
29078,Frontiers,2,10,2007,6.17897,2,45,45,Some,4880,NA,"Dice,Science Fiction,Wargame",Yann and Clem,"Action Point Allowance System,Card Drafting,Dice Rolling",2.2759,233,0,0,2005,2.5
29126,HeroCard Orc Wars,4,13,2007,6.25476,2,90,90,NA,5756,NA,"Card Game,Fantasy",Nico Carroll,Modular Board,2.3889,147,2,0,2005,2.5
29223,Marrakech,4,6,2007,6.7046,2,30,30,No,1128,"Victor Boden,Marie Cardouat",Arabian,Dominique Ehrhard,"Area Control / Area Influence,Roll / Spin and Move,Tile Placement",1.3825,2083,2,0,2005,1.5
29256,Origins:  How We Became Human,5,0,2007,6.80146,2,180,180,Moderate,2204,"Phil Eklund,Tobias Naesborg","Civilization,Prehistoric",Phil Eklund,"Auction/Bidding,Card Drafting,Point to Point Movement,Simulation",3.8182,481,3,0,2005,4
29262,La Bataille de Deutsch-Wagram,8,12,1981,7.95217,1,480,480,Some,NA,Monte Mattson,"Napoleonic,Wargame","Monte Mattson,Dennis A. Spors",Hex-and-Counter,4.1667,23,7,0,1980,4
29294,World of Warcraft: The Adventure Game,4,12,2008,6.16754,2,90,90,Extensive,2451,"Tim Arney-O'Neil,Kevin Childress,Jesper Ejsing,Zoe Robinson","Adventure,Fantasy,Fighting,Video Game Theme","Daniel Clark (I),Michael Hurley,Corey Konieczka,Jeff Tidball","Dice Rolling,Hand Management,Role Playing,Variable Player Powers",2.5588,1702,2,0,2010,2.5
29368,Last Night on Earth: The Zombie Game,6,12,2007,7.02902,2,90,90,Extensive,470,Jack Scott Hill,"Fighting,Horror,Miniatures,Zombies",Jason C. Hill,"Dice Rolling,Hand Management,Modular Board,Partnerships,Roll / Spin and Move,Variable Player Powers",2.2887,12012,4,0,2005,2.5
29387,Zombie Fluxx,6,8,2007,6.05209,2,10,40,Extensive,2429,Derek Ring,"Card Game,Zombies",Andrew Looney,"Hand Management,Set Collection,Take That",1.4409,4942,4,30,2005,1.5
29456,Infernal Contraption,4,10,2007,5.91376,2,60,60,Extensive,3679,NA,"Card Game,Fantasy,Humor",Matt Wilson,"Card Drafting,Hand Management",1.8036,1158,2,0,2005,2
29602,Okko: Era of the Asagiri,2,12,2008,6.7195,2,45,45,Moderate,2095,"Hub,François Lecocq,Geoffrey Stepourenko","Comic Book / Strip,Fighting,Medieval,Miniatures",Laurent Pouchain,"Area Control / Area Influence,Dice Rolling,Grid Movement,Modular Board",2.2317,666,0,0,2010,2
29613,DICEcapades,6,12,2007,4.97253,2,30,30,Unplayable,13568,NA,"Action / Dexterity,Dice,Math,Party Game,Trivia",(Uncredited),"Dice Rolling,Paper-and-Pencil",1.5,561,4,0,2005,1.5
29626,Robotics,5,12,2007,5.49699,3,60,60,No,11338,Michael Menzel,"Industry / Manufacturing,Science Fiction",Mario Coopmann,Trading,1.7857,166,2,0,2005,2
29663,Star Fleet Battles: Captain's Edition Basic Set,6,12,1990,7.35496,1,180,180,Some,1908,"Leanna M. Cole,Michael Winterbauer","Movies / TV / Radio theme,Science Fiction,Wargame",Stephen V. Cole,"Dice Rolling,Hex-and-Counter",4.1667,399,5,0,1990,4
29678,Munchkin Quest,4,12,2008,5.95176,2,180,180,Extensive,3234,"Fox Barrett,Alex Fernandez (I),Richard Kerr,John Kovalic,Will Schoonover","Adventure,Exploration,Fantasy,Fighting,Humor",Steve Jackson (I),"Dice Rolling,Modular Board,Role Playing",2.5179,2888,2,0,2010,2.5
29934,Amyitis,4,12,2007,6.99366,2,60,120,No,696,Arnaud Demaegd,Ancient,Cyril Demaegd,Area Control / Area Influence,3.2341,2633,2,60,2005,3
29959,AE-WWII,2,12,2006,7.815,2,60,60,NA,NA,NA,"Miniatures,Wargame,World War II","Crystal Kingery,Robert Kingery",Dice Rolling,3,20,0,0,2005,3
30081,Salvo!,1,12,2007,6.31482,1,60,60,Extensive,NA,"(Uncredited),Todd Sanders","Nautical,Wargame,World War II",Gary Graber,Paper-and-Pencil,1.3333,27,0,0,2005,1.5
30102,The Aztec Market,4,10,2009,7.16321,2,45,45,No,5811,Néstor Romeral Andrés,"Abstract Strategy,Puzzle",Victor Melo,"Commodity Speculation,Modular Board,Tile Placement,Trading",2,56,2,0,2010,2
30166,"The Good, the Bad, and the Munchkin",6,10,2007,6.22932,3,90,90,Extensive,2750,John Kovalic,"American West,Card Game,Fighting,Humor","J. H. G. Hendriks,Steve Jackson (I)","Dice Rolling,Trading,Variable Player Powers",1.9839,1056,3,0,2005,2
30241,Patrician,5,10,2007,6.62669,2,50,50,No,1539,Design/Main,Medieval,Michael Schacht,"Area Control / Area Influence,Hand Management,Set Collection",1.918,1278,3,0,2005,2
30246,San Quentin Kings,5,0,2007,7.11776,3,75,75,No,5346,Nate Hayden,"Economic,Fighting",Nate Hayden,"Hand Management,Set Collection,Simultaneous Action Selection",2.5556,66,2,0,2005,2.5
30363,1001 Karawane,5,10,2007,5.07031,2,60,60,No,12539,Dennis Lohausen,"Bluffing,Exploration,Travel",Roman Mathar,"Memory,Trading",1.8333,64,3,0,2005,2
30380,Cuba,5,10,2007,7.17804,2,75,120,Some,361,"Michael Menzel,Yvon-Cheryl Scholten","Economic,Farming","Michael Rieneck,Stefan Stadler","Auction/Bidding,Hand Management,Variable Phase Order,Voting",3.2735,6959,3,45,2005,3.5
30381,Hamburgum,5,12,2007,7.08047,2,75,75,Some,592,Matthias Catrein,"City Building,Economic",Mac Gerdts,Set Collection,3.0884,2791,3,0,2005,3
30474,Schildi Strandkröte,4,4,2007,6.825,2,15,15,No,NA,Detlef Judt,"Action / Dexterity,Children's Game,Memory,Sports",Ronald Hofstätter,Memory,1,20,2,0,2005,1
30539,Get Bit!,6,7,2007,6.20927,3,20,20,No,1717,"Xavier Collette,Vincent Poulard,Gavin Schmitt","Animals,Bluffing,Racing",Dave Chalker,"Hand Management,Player Elimination,Simultaneous Action Selection",1.125,4442,3,0,2005,1
30549,Pandemic,4,8,2008,7.67234,2,45,45,Some,60,"Josh Cappel,Christian Hanisch,Régis Moulun,Chris Quilliams,Tom Thiel",Medical,Matt Leacock,"Action Point Allowance System,Co-operative Play,Hand Management,Point to Point Movement,Set Collection,Trading,Variable Player Powers",2.4297,62377,2,0,2010,2.5
30641,Monuments: Wonders of Antiquity,4,10,2008,6.42371,2,45,60,No,3183,Harald Lieske,Ancient,Stefan Risthaus,"Area Control / Area Influence,Hand Management,Set Collection",2.3542,378,2,15,2010,2.5
30662,Travel Carcassonne,5,8,2007,7.21015,2,30,45,No,1892,Doris Matthäus,"City Building,Medieval",Klaus-Jürgen Wrede,"Area Control / Area Influence,Tile Placement",1.9143,411,3,15,2005,2
30795,Babylon 5: A Call to Arms (Second Edition),4,12,2007,7.30391,2,120,120,Some,5275,NA,"Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame",Matthew Sprange,"Dice Rolling,Simulation",3,64,2,0,2005,3
30804,Song of Blades and Heroes,6,12,2007,7.78244,2,45,45,Some,1907,Andrea Sfiligoi,"Fantasy,Fighting,Miniatures,Print & Play,Wargame",Andrea Sfiligoi,"Action Point Allowance System,Dice Rolling,Press Your Luck,Variable Phase Order,Variable Player Powers",2.25,303,4,0,2005,2
30933,BANG! The Bullet!,8,8,2007,6.97105,3,20,40,Some,NA,"Toni Cittadini,Stefano de Fazi,eriadan,Alessandro Pierangelini","American West,Bluffing,Card Game,Deduction,Fighting,Humor",Emiliano Sciarra,"Hand Management,Partnerships,Player Elimination,Variable Player Powers",1.8484,6101,5,20,2005,2
30957,Tribune: Primus Inter Pares,5,12,2007,7.25292,2,60,60,Moderate,409,Jochen Eeuwyk,"Ancient,Political",Karl-Heinz Schmiel,"Auction/Bidding,Card Drafting,Hand Management,Set Collection,Worker Placement",2.8856,3917,3,0,2005,3
30958,Check Your 6!,12,12,2007,7.78426,2,120,120,Some,3350,"Tom Tullis,Kevin Weber","Aviation / Flight,Miniatures,Wargame,World War II",Scott Fisher,"Simulation,Simultaneous Action Selection",2.6818,108,10,0,2005,2.5
30991,Confrontation: The Age of the Rag'Narok,2,0,2007,6.55095,2,45,45,Some,4761,NA,"Collectible Components,Fantasy,Miniatures,Wargame",Jean Bey,"Dice Rolling,Hand Management,Variable Player Powers",3.3333,158,0,0,2005,3.5
31016,We Didn't Playtest This At All,10,12,2007,5.68293,2,10,10,Extensive,6146,NA,"Card Game,Humor",Chris Cieslik,"Hand Management,Memory,Player Elimination,Rock-Paper-Scissors,Take That",1.0932,2106,8,0,2005,1
31056,Micro Mutants: Evolution,4,10,2007,6.67811,2,30,30,Moderate,1820,"Marco Alfaroli,Riccardo Alfaroli,Christoph Cianci,Fabio Maiorana,Francesco Mattioli","Action / Dexterity,Animals,Children's Game,Fighting","Marco Maggi,Francesco Nepitello","Dice Rolling,Player Elimination,Variable Player Powers",1.425,836,2,0,2005,1.5
31069,Medievalia,4,10,2007,5.68467,2,50,50,No,11142,"Alberto Bontempi,Andrea Cuneo,Paula Simonetti","Card Game,Medieval",Michele Quondam,Card Drafting,2.1613,150,2,0,2005,2
31216,Whack a Catgirl,5,14,2007,5.73174,2,30,30,Extensive,9328,Valerie Fisse,"Card Game,Humor",Chris Cieslik,Card Drafting,1.2143,144,3,0,2005,1
31260,Agricola,5,12,2007,8.05581,1,30,150,Extensive,13,Klemens Franz,"Animals,Economic,Farming",Uwe Rosenberg,"Card Drafting,Hand Management,Variable Player Powers,Worker Placement",3.6313,48261,4,120,2005,3.5
31291,España 1936,2,14,2007,7.28569,2,180,180,Moderate,1466,"Antonio Catalán,Joan Mundet","Civil War,Wargame",Antonio Catalán,"Area Movement,Campaign / Battle Card Driven,Dice Rolling,Simulation",2.8218,599,0,0,2005,3
31336,Corunea,4,15,2008,6.74074,2,30,30,Some,5773,Olivier Lesaint,"Card Game,Collectible Components,Fantasy,Fighting",Renaud Charpentier,"Dice Rolling,Role Playing",2.9524,108,2,0,2010,3
31378,Second World War at Sea: Arctic Convoy,2,12,2008,7.39024,2,30,30,Some,6638,"Beth Donahue,Susan Robinson","Nautical,Wargame,World War II",Michael Bennighof,"Dice Rolling,Simulation",3.0833,41,0,0,2010,3
31479,Ubongo Extreme,4,8,2007,6.82955,2,30,30,No,1349,Nicolas Neubauer,"Puzzle,Real-time",Grzegorz Rejchtman,Pattern Building,1.8876,1112,2,0,2005,2
31481,Galaxy Trucker,4,10,2007,7.47467,2,60,60,Some,115,"Tomáš Kučerovský,Radim Pech","Humor,Real-time,Science Fiction,Space Exploration,Transportation",Vlaada Chvátil,"Dice Rolling,Tile Placement",2.3114,20647,2,0,2005,2.5
31483,Constantinopolis,5,12,2010,6.9594,2,90,90,No,1127,Antonio Dessi,"City Building,Economic,Industry / Manufacturing,Nautical,Transportation",Giancarlo Fioretti,"Auction/Bidding,Commodity Speculation",3.1324,1285,3,0,2010,3
31542,Field of Glory,4,0,2008,6.74943,2,180,180,Extensive,3895,Peter Dennis,"Ancient,Book,Medieval,Miniatures,Wargame","Simon Hall,Richard Bodley Scott,Terry Shaw","Dice Rolling,Point to Point Movement",3.7407,174,2,0,2010,3.5
31547,Kleine Helden,5,0,2007,6.20097,2,45,45,Extensive,6088,Laura Balzer,"Card Game,Comic Book / Strip,Fantasy,Fighting",Malte aus dem Siepen,"Dice Rolling,Hand Management,Variable Player Powers",1.8667,154,3,0,2005,2
31552,Wings of War: Deluxe Set,4,0,2007,7.27849,2,45,45,No,982,"Vincenzo Auletta,Dario Calì,Fabio Maiorana","Aviation / Flight,Card Game,Wargame,World War I","Andrea Angiolino,Pier Giorgio Paglia","Action / Movement Programming,Player Elimination,Simulation,Simultaneous Action Selection",2,1007,2,0,2005,2
31575,The Eye of Judgment,2,12,2007,6.8067,1,30,30,Moderate,3931,Taro Yamazaki,"Card Game,Collectible Components,Fantasy","Kazuhito Miyaki,Yusuke Watanabe","Area Control / Area Influence,Area Movement,Rock-Paper-Scissors",2.4737,179,1,0,2005,2.5
31594,In the Year of the Dragon,5,12,2007,7.41498,2,75,100,No,183,"Harald Lieske,Michael Menzel","Economic,Medieval",Stefan Feld,"Hand Management,Variable Phase Order",3.1312,8232,3,25,2005,3
31624,League of Six,5,12,2007,6.83478,3,75,120,No,1042,Oldřich Kříž,Medieval,Vladimír Suchý,"Auction/Bidding,Pick-up and Deliver",2.8872,1726,2,45,2005,3
31627,Ticket to Ride: Nordic Countries,3,8,2007,7.66576,2,30,60,No,102,"Cyrille Daujean,Julien Delval","Trains,Transportation,Travel",Alan R. Moon,"Card Drafting,Hand Management,Route/Network Building,Set Collection",1.9938,7998,1,30,2005,2
31730,Chicago Express,6,12,2007,7.23575,2,60,60,No,326,Michael Menzel,"Economic,Post-Napoleonic,Trains,Transportation",Harry Wu,"Auction/Bidding,Route/Network Building,Stock Holding",2.7965,5918,4,0,2005,3
